,DATE,AUTHOR,TEXT,FAVORITE,YEAR,MANUFACTURER,MODEL,LABEL
3927,04/07/2008,SLE,"2008 Rallye Sport in black looks very sharp! Sticked for about 22,500, but jeep gave me 2,500 back, a generous trade and I under 5% financing, so... So far, very good. Good pep with a 5 speed manual and good gas mileage (24- 28 is pretty accurate). GREAT Boston Acoustics sound system (I have the 9 speaker system including flip down tailgate speakers). Interior look average, exterior look pretty sharp. Handles and drives very well. Good roomy interior (compared to my small sedan, so...) Drawbacks: cheap looking dash, but simple and logical; no MP3 jack on the 6 CD changer stereo; hatchback side windows don't crack open","Stereo is very good; good gas mileage for a vehicle that doesn't feel small; Some review say this car is Ugly, but I think it looks sharp. Not a lot of gadgets you don't need. A lot of crevices and spaces to store things, including a lot of drink holders. Dealer didn't have a 4WD version...",2008,jeep,compass,4
418,05/12/2008,LakebearOH,"I thought I would keep my Honda CR-V forever. It was 10 years old but I didn't like anything else out there (including the new ones). Sat in the SX4 Crossover at the Auto Show in Cleveland and fell in love. I'm getting 28 MPG driving back and forth to work. I do wish it had a bigger gas tank because with the miles I drive (over 400 a week) I have to fill up twice a week, but otherwise I love this car. It is quieter than my Honda and rides very nice. I've gotten quite a few complements on it and a lot of questions because there aren't many Suzuki dealerships in the area.","AWD, keyless entry and start, stereo and controls on the steering wheel",2008,suzuki,sx4,4
13660,04/19/2008,greg cain,"Over the past 9 years I have purchased 4 Toyota products and this one is by far the best. My last purchase was a 2004 Highlander which my wife and I really enjoyed. You can't beat the overall performance of the engine and transmission. It actually feels like the vehicle is not running and at the same time just wants to take off. Outstanding performance. Ample room and at the same time, I can't see a whole lot of difference between this and the Highlander I owned. Our first choice was the Limited addition but chose the sport because of the darker seats and dash.","Looks, the storage in the rear, performance and Toyota quality. Not sure why everyone has to knock the back door. Putting the tire on the outside gives the RAV best in class in storage.",2008,toyota,rav4,5
8210,03/10/2008,Terry Swiers,"We had originally test drove the Vue to eliminate it from our list of vehicle options, just so we could say that we had actually looked at all of our options within the price range we set for ourselves. But instead of eliminating it, it moved to the top of the list. Of the vehicles that we looked at, the Vue Red Line was the only one that we walked away from the test drive with that ""gotta have it"" feeling. It had all the power we wanted, looked great, a smooth quiet ride, and it drove like it was on rails. If you are looking for a sporty compact SUV, don't dismiss the Vue Red Line until you have actually driven it.",Seat warmers that go all the way up the back. The advanced audio is just killer. Much more stable than any other SUV that I have driven. No fake wood anywhere in the vehicle.,2008,saturn,vue,5
13249,01/24/2008,Rodmo1,"I only bought the car about ten days ago so it is much too early to comment on the reliability or long term comfort level of the interior. However, so far I really like the car. It is fun to drive and performs very well. As everyone else has already said the backseats are very small but I will always be sitting in the driver's seat so what does it matter? This is my first car. I have always owned trucks before but with the cost of gasoline and me living half way up a mountain I needed an efficient AWD. The Subaru fit the bill. My only fill up so far has resulted in 25.97 MPG which I imagine will only get better come engine break- in and non winter blend gas. Great car for the money!","AWD, fuel economy, appearance, expected reliability, trade in value.",2008,subaru,forester,4
16493,03/15/2008,hatchva,"I bought this car to replace a truck and a mini-van. It did that and more. Drives like a car, has the utility of a truck, and the comfort has surprised me. I have used it for family vacations, football tailgating, commuting, hauling large items to the dump, taking the dog swimming, and kayak fishing. I plan to go camping in it this spring. It is without a doubt the most useful and fun vehicle to drive and own that I have ever had!!!","Inside seating arrangements that can be changed to accommodate the wet dog, large junk, or four passengers -- all in a matter of minutes.",2007,honda,element,5
4716,12/03/2007,ks,Zippy 6-speed wagon in a color to match...Montego blue. Handles well and grips the road. Run-flat tires don't add noise like my former X3. Gas mileage is excellent with the manual transmission.,Factory installed iPod connector works so much better than old version on X3. Seats are very supoortive and comfortable. Visibility excellent.,2008,bmw,3 series,4
294,01/14/2009,Lindsey,Not only is this car beautiful from the outside it has a great interior. I live in a climate where it snows half of the year (basically) and I have never had a car that handles so well in the snow/ice. This car almost handles like a 4 wheel drive vehicle on the road at the worst of times. The Germans know how to make a great vehicle!,The extremely large trunk! I also love the heated exterior windows. But there really isn't one thing that I love more than the other. If you are a college student it's incredibly affordable and has a great residual value that is very attractive.,2008,volkswagen,jetta,5
19924,11/20/2007,Michael T,"I bought this truck to replace a 2003 Toyota Tacoma. I went with the TRD package because I love the look. I drive 90 miles a day so comfort and reliability are also very important. After reading several reviews I went with the 5.7L V8 and man am I glad. This truck is pure fun. The ride is smooth and comfortable. My wife doesn't want to drive her Expedition anymore! I'm not a big truck guy but this thing is perfect for people looking for the convenience of a truck and the ride of a car. The truck is big so people need to be aware that parking can be tight. With that said all I can say is, Toyota did it once again. Great job!",More interior storage than you can shake a stick at. Very quiet ride. The interior feels air tight. The standard stereo/CD player are great. Love that 5.7 V8! For a big truck it turns on a dime and the steering wheel feels effortless. Overall the truck just turns heads.,2007,toyota,tundra,5
16279,04/27/2007,Whitey,"Headed down to my Ford garage to buy my third Explorer, but really didn't want to face another 5 years of sub 20 MPG at $4.00 per gallon. Dealer suggested trying the new Edge. After trial, bought one. I have owned it for about one month and I like it. It is the only vehicle I have ever owned that people on the street turn and look at. My neighbors all came over to see the car that can drive on the edge of buildings. Haven't tried that yet. The suspension is much softer than the Explorer and other truck-based vehicles. This will take a while to get used to. I am hoping for average mileage North of 20 MPG. Too soon to tell.","It is surprising, but it has more interior cargo room than the Explorer. The SEL plus allows the front passenger seat to fold flat as well.",2007,ford,edge,4
15609,05/20/2007,newhondagal,"I bought my CR-V about a week ago and I absolutely love it. Everyone raves about how nice this car looks. I got it in Glacier Blue and it's so beautiful - in my opinion the best color this car comes in. I'm already averaging 27 mpg with highway/city driving. I love sitting up high and the visibility is so much better than my old sedan. This SUV handles and corners like a car, going down ramps with tight turns is no problem, however, it does lack in acceleration, but I've gotten used to that. I'm not out racing anyone, but getting up to speed on the highways is tricky. Other than that, I love it!","AWD, 6-disc CD changer, maintenance minder, trip computer, outside temp gauge, handling, comfort, moonroof, large side mirrors, fold down back seats, cargo shelf, visibility, gas mileage, looks and styling - very classy.",2007,honda,cr-v,4
